dataset,metric_id,metric_profile_id,metric_condition_id,applicability,definition_variant,evaluation_reference,label_count,positive_label,denominator_basis,phase_method_restriction,prerequisite_or_reason,implementation_status
dreaddit,paired_ci,D-STRESS-v1,D-STRESS-v1/paired_ci/dataset-metric-conditions-v1,applicable,binary_stress__paired_ci,released_stress_labels,2,stress=1,"10,000 offline paired group/item bootstrap replicates, seed 20260914; online dependency caveats follow guideline.",Eligible offline paired analysis only under fixed source grouping; online algorithm inference not IID.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
goemotions,paired_ci,G-EMOTION28-v1,G-EMOTION28-v1/paired_ci/dataset-metric-conditions-v1,applicable,multilabel_emotion__paired_ci,released_emotion_label_sets,28,,"10,000 offline paired group/item bootstrap replicates, seed 20260914; online dependency caveats follow guideline.",Eligible offline paired analysis only under fixed source grouping; online algorithm inference not IID.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
cache,paired_ci,C-CODING-v1,C-CODING-v1/paired_ci/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__paired_ci,none,,,"10,000 offline paired group/item bootstrap replicates, seed 20260914; online dependency caveats follow guideline.",Eligible offline paired analysis only under fixed source grouping; online algorithm inference not IID.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
parlamint_gb,paired_ci,P-CODING-v1,P-CODING-v1/paired_ci/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__paired_ci,none,,,"10,000 offline paired group/item bootstrap replicates, seed 20260914; online dependency caveats follow guideline.",Eligible offline paired analysis only under fixed source grouping; online algorithm inference not IID.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
dreaddit,normal_tgc,D-STRESS-v1,D-STRESS-v1/normal_tgc/dataset-metric-conditions-v1,not_applicable,not_applicable,released_stress_labels,2,stress=1,N/A,All scheduled methods; each metric must satisfy its artifact prerequisites.,"No AppWorld executable tasks, scenarios or official splits.",specified_not_yet_validated_for_server
goemotions,normal_tgc,G-EMOTION28-v1,G-EMOTION28-v1/normal_tgc/dataset-metric-conditions-v1,not_applicable,not_applicable,released_emotion_label_sets,28,,N/A,All scheduled methods; each metric must satisfy its artifact prerequisites.,"No AppWorld executable tasks, scenarios or official splits.",specified_not_yet_validated_for_server
cache,normal_tgc,C-CODING-v1,C-CODING-v1/normal_tgc/dataset-metric-conditions-v1,not_applicable,not_applicable,none,,,N/A,All scheduled methods; each metric must satisfy its artifact prerequisites.,"No AppWorld executable tasks, scenarios or official splits.",specified_not_yet_validated_for_server
parlamint_gb,normal_tgc,P-CODING-v1,P-CODING-v1/normal_tgc/dataset-metric-conditions-v1,not_applicable,not_applicable,none,,,N/A,All scheduled methods; each metric must satisfy its artifact prerequisites.,"No AppWorld executable tasks, scenarios or official splits.",specified_not_yet_validated_for_server
dreaddit,normal_sgc,D-STRESS-v1,D-STRESS-v1/normal_sgc/dataset-metric-conditions-v1,not_applicable,not_applicable,released_stress_labels,2,stress=1,N/A,All scheduled methods; each metric must satisfy its artifact prerequisites.,"No AppWorld executable tasks, scenarios or official splits.",specified_not_yet_validated_for_server
goemotions,normal_sgc,G-EMOTION28-v1,G-EMOTION28-v1/normal_sgc/dataset-metric-conditions-v1,not_applicable,not_applicable,released_emotion_label_sets,28,,N/A,All scheduled methods; each metric must satisfy its artifact prerequisites.,"No AppWorld executable tasks, scenarios or official splits.",specified_not_yet_validated_for_server
cache,normal_sgc,C-CODING-v1,C-CODING-v1/normal_sgc/dataset-metric-conditions-v1,not_applicable,not_applicable,none,,,N/A,All scheduled methods; each metric must satisfy its artifact prerequisites.,"No AppWorld executable tasks, scenarios or official splits.",specified_not_yet_validated_for_server
parlamint_gb,normal_sgc,P-CODING-v1,P-CODING-v1/normal_sgc/dataset-metric-conditions-v1,not_applicable,not_applicable,none,,,N/A,All scheduled methods; each metric must satisfy its artifact prerequisites.,"No AppWorld executable tasks, scenarios or official splits.",specified_not_yet_validated_for_server
dreaddit,challenge_tgc,D-STRESS-v1,D-STRESS-v1/challenge_tgc/dataset-metric-conditions-v1,not_applicable,not_applicable,released_stress_labels,2,stress=1,N/A,All scheduled methods; each metric must satisfy its artifact prerequisites.,"No AppWorld executable tasks, scenarios or official splits.",specified_not_yet_validated_for_server
goemotions,challenge_tgc,G-EMOTION28-v1,G-EMOTION28-v1/challenge_tgc/dataset-metric-conditions-v1,not_applicable,not_applicable,released_emotion_label_sets,28,,N/A,All scheduled methods; each metric must satisfy its artifact prerequisites.,"No AppWorld executable tasks, scenarios or official splits.",specified_not_yet_validated_for_server
cache,challenge_tgc,C-CODING-v1,C-CODING-v1/challenge_tgc/dataset-metric-conditions-v1,not_applicable,not_applicable,none,,,N/A,All scheduled methods; each metric must satisfy its artifact prerequisites.,"No AppWorld executable tasks, scenarios or official splits.",specified_not_yet_validated_for_server
parlamint_gb,challenge_tgc,P-CODING-v1,P-CODING-v1/challenge_tgc/dataset-metric-conditions-v1,not_applicable,not_applicable,none,,,N/A,All scheduled methods; each metric must satisfy its artifact prerequisites.,"No AppWorld executable tasks, scenarios or official splits.",specified_not_yet_validated_for_server
dreaddit,challenge_sgc,D-STRESS-v1,D-STRESS-v1/challenge_sgc/dataset-metric-conditions-v1,not_applicable,not_applicable,released_stress_labels,2,stress=1,N/A,All scheduled methods; each metric must satisfy its artifact prerequisites.,"No AppWorld executable tasks, scenarios or official splits.",specified_not_yet_validated_for_server
goemotions,challenge_sgc,G-EMOTION28-v1,G-EMOTION28-v1/challenge_sgc/dataset-metric-conditions-v1,not_applicable,not_applicable,released_emotion_label_sets,28,,N/A,All scheduled methods; each metric must satisfy its artifact prerequisites.,"No AppWorld executable tasks, scenarios or official splits.",specified_not_yet_validated_for_server
cache,challenge_sgc,C-CODING-v1,C-CODING-v1/challenge_sgc/dataset-metric-conditions-v1,not_applicable,not_applicable,none,,,N/A,All scheduled methods; each metric must satisfy its artifact prerequisites.,"No AppWorld executable tasks, scenarios or official splits.",specified_not_yet_validated_for_server
parlamint_gb,challenge_sgc,P-CODING-v1,P-CODING-v1/challenge_sgc/dataset-metric-conditions-v1,not_applicable,not_applicable,none,,,N/A,All scheduled methods; each metric must satisfy its artifact prerequisites.,"No AppWorld executable tasks, scenarios or official splits.",specified_not_yet_validated_for_server
